Region,County,First Dose,Series Complete,Report as of
Western New York,Erie,556757,522301,07/31/2021
North Country,Essex,22879,21814,07/31/2021
North Country,Franklin,25277,23871,07/31/2021
Mohawk Valley,Fulton,23835,22459,07/31/2021
Finger Lakes,Genesee,29566,27811,07/31/2021
Capital Region,Greene,25539,23246,07/31/2021
North Country,Hamilton,3104,2920,07/31/2021
Mohawk Valley,Herkimer,29576,27664,07/31/2021
North Country,Jefferson,58355,48342,07/31/2021
New York City,Kings,1357080,1239696,07/31/2021
North Country,Lewis,11473,10904,07/31/2021
Finger Lakes,Livingston,32653,31078,07/31/2021
Central New York,Madison,44262,41758,07/31/2021
Finger Lakes,Monroe,457335,435339,07/31/2021
Mohawk Valley,Montgomery,27896,26245,07/31/2021
Long Island,Nassau,933129,863394,07/31/2021
New York City,New York,1158625,1067975,07/31/2021
Western New York,Niagara,118198,111675,07/31/2021
Mohawk Valley,Oneida,121842,113972,07/31/2021
Central New York,Onondaga,292366,274678,07/31/2021
Finger Lakes,Ontario,68039,65022,07/31/2021
Mid-Hudson,Orange,193040,176352,07/31/2021
Finger Lakes,Orleans,18770,17731,07/31/2021
Central New York,Oswego,62889,59531,07/31/2021
Mohawk Valley,Otsego,32788,31041,07/31/2021
Mid-Hudson,Putnam,63853,58178,07/31/2021
New York City,Queens,1529913,1397437,07/31/2021
Capital Region,Rensselaer,95172,89534,07/31/2021
New York City,Richmond,264320,241965,07/31/2021
Mid-Hudson,Rockland,173890,158073,07/31/2021
Capital Region,Saratoga,151893,144073,07/31/2021
Capital Region,Schenectady,107228,100278,07/31/2021
Mohawk Valley,Schoharie,15636,14767,07/31/2021
Southern Tier,Schuyler,9065,8593,07/31/2021
Finger Lakes,Seneca,15835,14892,07/31/2021
North Country,St. Lawrence,56437,53090,07/31/2021
Southern Tier,Steuben,42930,40845,07/31/2021
Long Island,Suffolk,921408,845063,07/31/2021
Mid-Hudson,Sullivan,38000,34839,07/31/2021
Southern Tier,Tioga,20922,19834,07/31/2021
Southern Tier,Tompkins,68981,65804,07/31/2021
Mid-Hudson,Ulster,116193,107450,07/31/2021
Capital Region,Warren,42776,40951,07/31/2021
Capital Region,Washington,33769,32236,07/31/2021
Finger Lakes,Wayne,50921,48340,07/31/2021
Mid-Hudson,Westchester,646315,596082,07/31/2021
Finger Lakes,Wyoming,18355,17312,07/31/2021
Finger Lakes,Yates,11673,11018,07/31/2021
Capital Region,Albany,198516,185450,08/01/2021
Western New York,Allegany,17658,16650,08/01/2021
New York City,Bronx,725397,649990,08/01/2021
Southern Tier,Broome,108271,102757,08/01/2021
Western New York,Cattaraugus,33982,31553,08/01/2021
Central New York,Cayuga,39960,37530,08/01/2021
Western New York,Chautauqua,63034,58447,08/01/2021
Southern Tier,Chemung,38502,36485,08/01/2021
Southern Tier,Chenango,25207,23779,08/01/2021
North Country,Clinton,48640,46511,08/01/2021
Capital Region,Columbia,36650,34088,08/01/2021
Central New York,Cortland,23940,22712,08/01/2021
Southern Tier,Delaware,21392,20072,08/01/2021
Mid-Hudson,Dutchess,175922,160087,08/01/2021
Western New York,Erie,557220,522615,08/01/2021
North Country,Essex,22892,21817,08/01/2021
North Country,Franklin,25286,23876,08/01/2021
Mohawk Valley,Fulton,23849,22471,08/01/2021
Finger Lakes,Genesee,29579,27831,08/01/2021
Capital Region,Greene,25565,23255,08/01/2021
North Country,Hamilton,3105,2924,08/01/2021
Mohawk Valley,Herkimer,29605,27681,08/01/2021
North Country,Jefferson,58395,48361,08/01/2021
New York City,Kings,1359164,1241126,08/01/2021
North Country,Lewis,11481,10906,08/01/2021
Finger Lakes,Livingston,32667,31084,08/01/2021
Central New York,Madison,44303,41778,08/01/2021
Finger Lakes,Monroe,457763,435612,08/01/2021
Mohawk Valley,Montgomery,27920,26260,08/01/2021
Long Island,Nassau,934329,864161,08/01/2021
New York City,New York,1159811,1068712,08/01/2021
Western New York,Niagara,118299,111732,08/01/2021
Mohawk Valley,Oneida,121940,114033,08/01/2021
Central New York,Onondaga,292554,274822,08/01/2021
Finger Lakes,Ontario,68071,65041,08/01/2021
Mid-Hudson,Orange,193272,176515,08/01/2021
Finger Lakes,Orleans,18792,17735,08/01/2021
Central New York,Oswego,62929,59549,08/01/2021
Mohawk Valley,Otsego,32811,31054,08/01/2021
Mid-Hudson,Putnam,63909,58219,08/01/2021
New York City,Queens,1532574,1399394,08/01/2021
Capital Region,Rensselaer,95261,89572,08/01/2021
New York City,Richmond,264793,242258,08/01/2021
Mid-Hudson,Rockland,174090,158213,08/01/2021
Capital Region,Saratoga,151999,144155,08/01/2021
Capital Region,Schenectady,107322,100327,08/01/2021
Mohawk Valley,Schoharie,15653,14770,08/01/2021
Southern Tier,Schuyler,9071,8594,08/01/2021
Finger Lakes,Seneca,15845,14902,08/01/2021
North Country,St. Lawrence,56470,53110,08/01/2021
Southern Tier,Steuben,42955,40863,08/01/2021
Long Island,Suffolk,922825,845968,08/01/2021
Mid-Hudson,Sullivan,38036,34876,08/01/2021
Southern Tier,Tioga,20940,19839,08/01/2021
Southern Tier,Tompkins,69027,65821,08/01/2021
Mid-Hudson,Ulster,116269,107494,08/01/2021
Capital Region,Warren,42799,40967,08/01/2021
Capital Region,Washington,33806,32252,08/01/2021
Finger Lakes,Wayne,50964,48368,08/01/2021
Mid-Hudson,Westchester,646921,596447,08/01/2021
Finger Lakes,Wyoming,18372,17317,08/01/2021
Finger Lakes,Yates,11679,11022,08/01/2021
Capital Region,Albany,198739,185594,08/02/2021
Western New York,Allegany,17687,16676,08/02/2021
New York City,Bronx,728019,651261,08/02/2021
Southern Tier,Broome,108386,102839,08/02/2021
Western New York,Cattaraugus,34002,31565,08/02/2021
Central New York,Cayuga,39997,37556,08/02/2021
Western New York,Chautauqua,63115,58492,08/02/2021
Southern Tier,Chemung,38569,36502,08/02/2021
Southern Tier,Chenango,25247,23805,08/02/2021
North Country,Clinton,48686,46535,08/02/2021
Capital Region,Columbia,36710,34112,08/02/2021
Central New York,Cortland,23974,22728,08/02/2021
Southern Tier,Delaware,21413,20084,08/02/2021
Mid-Hudson,Dutchess,176174,160243,08/02/2021
Western New York,Erie,557961,522927,08/02/2021
North Country,Essex,22913,21828,08/02/2021
North Country,Franklin,25305,23888,08/02/2021
Mohawk Valley,Fulton,23881,22479,08/02/2021
Finger Lakes,Genesee,29601,27845,08/02/2021
Capital Region,Greene,25609,23290,08/02/2021
North Country,Hamilton,3106,2924,08/02/2021
Mohawk Valley,Herkimer,29646,27705,08/02/2021
North Country,Jefferson,58443,48394,08/02/2021
New York City,Kings,1362687,1243106,08/02/2021
North Country,Lewis,11496,10915,08/02/2021
Finger Lakes,Livingston,32707,31109,08/02/2021
Central New York,Madison,44344,41802,08/02/2021
Finger Lakes,Monroe,458299,435911,08/02/2021
Mohawk Valley,Montgomery,27946,26288,08/02/2021
Long Island,Nassau,936048,865168,08/02/2021
New York City,New York,1161663,1069805,08/02/2021
Western New York,Niagara,118437,111780,08/02/2021
Mohawk Valley,Oneida,122091,114119,08/02/2021
Central New York,Onondaga,292908,275073,08/02/2021
Finger Lakes,Ontario,68120,65064,08/02/2021
Mid-Hudson,Orange,193685,176794,08/02/2021
Finger Lakes,Orleans,18835,17751,08/02/2021
Central New York,Oswego,63007,59598,08/02/2021
Mohawk Valley,Otsego,32842,31065,08/02/2021
Mid-Hudson,Putnam,64039,58288,08/02/2021
New York City,Queens,1536471,1401895,08/02/2021
Capital Region,Rensselaer,95385,89647,08/02/2021
New York City,Richmond,265306,242561,08/02/2021
Mid-Hudson,Rockland,174363,158409,08/02/2021
Capital Region,Saratoga,152162,144245,08/02/2021
Capital Region,Schenectady,107491,100410,08/02/2021
Mohawk Valley,Schoharie,15680,14779,08/02/2021
Southern Tier,Schuyler,9085,8599,08/02/2021
Finger Lakes,Seneca,15854,14906,08/02/2021
North Country,St. Lawrence,56543,53170,08/02/2021
Southern Tier,Steuben,42993,40881,08/02/2021
Long Island,Suffolk,924800,847093,08/02/2021
Mid-Hudson,Sullivan,38106,34928,08/02/2021
Southern Tier,Tioga,20968,19859,08/02/2021
Southern Tier,Tompkins,69080,65855,08/02/2021
Mid-Hudson,Ulster,116432,107573,08/02/2021
Capital Region,Warren,42840,40995,08/02/2021
Capital Region,Washington,33858,32282,08/02/2021
Finger Lakes,Wayne,51014,48404,08/02/2021
Mid-Hudson,Westchester,648109,597211,08/02/2021
Finger Lakes,Wyoming,18392,17325,08/02/2021
Finger Lakes,Yates,11685,11024,08/02/2021
Capital Region,Albany,199118,185737,08/03/2021
Western New York,Allegany,17707,16685,08/03/2021
New York City,Bronx,731362,653158,08/03/2021
Southern Tier,Broome,108615,102937,08/03/2021
Western New York,Cattaraugus,34048,31589,08/03/2021
Central New York,Cayuga,40079,37596,08/03/2021
Western New York,Chautauqua,63251,58587,08/03/2021
Southern Tier,Chemung,38622,36527,08/03/2021
Southern Tier,Chenango,25285,23834,08/03/2021
North Country,Clinton,48743,46553,08/03/2021
Capital Region,Columbia,36773,34156,08/03/2021
Central New York,Cortland,24006,22750,08/03/2021
Southern Tier,Delaware,21478,20108,08/03/2021
Mid-Hudson,Dutchess,176558,160475,08/03/2021
Western New York,Erie,558918,523330,08/03/2021
North Country,Essex,22935,21841,08/03/2021
North Country,Franklin,25359,23897,08/03/2021
Mohawk Valley,Fulton,23936,22512,08/03/2021
Finger Lakes,Genesee,29655,27858,08/03/2021
Capital Region,Greene,25654,23317,08/03/2021
North Country,Hamilton,3108,2924,08/03/2021
Mohawk Valley,Herkimer,29714,27735,08/03/2021
North Country,Jefferson,58517,48445,08/03/2021
New York City,Kings,1367268,1245656,08/03/2021
North Country,Lewis,11507,10925,08/03/2021
Finger Lakes,Livingston,32767,31143,08/03/2021
Central New York,Madison,44424,41849,08/03/2021
Finger Lakes,Monroe,459061,436336,08/03/2021
Mohawk Valley,Montgomery,28009,26327,08/03/2021
Long Island,Nassau,938446,866522,08/03/2021
New York City,New York,1164315,1071345,08/03/2021
Western New York,Niagara,118629,111866,08/03/2021
Mohawk Valley,Oneida,122402,114267,08/03/2021
Central New York,Onondaga,293427,275329,08/03/2021
Finger Lakes,Ontario,68243,65116,08/03/2021
Mid-Hudson,Orange,194214,177059,08/03/2021
Finger Lakes,Orleans,18870,17768,08/03/2021
Central New York,Oswego,63094,59649,08/03/2021
Mohawk Valley,Otsego,32892,31090,08/03/2021
Mid-Hudson,Putnam,64219,58375,08/03/2021
New York City,Queens,1541299,1404740,08/03/2021
Capital Region,Rensselaer,95560,89726,08/03/2021
New York City,Richmond,265992,243007,08/03/2021
Mid-Hudson,Rockland,175014,158813,08/03/2021
Capital Region,Saratoga,152422,144370,08/03/2021
Capital Region,Schenectady,107711,100547,08/03/2021
Mohawk Valley,Schoharie,15713,14788,08/03/2021
Southern Tier,Schuyler,9096,8606,08/03/2021
Finger Lakes,Seneca,15880,14923,08/03/2021
North Country,St. Lawrence,56636,53221,08/03/2021
Southern Tier,Steuben,43061,40914,08/03/2021
Long Island,Suffolk,927291,848491,08/03/2021
Mid-Hudson,Sullivan,38169,34982,08/03/2021
Southern Tier,Tioga,21012,19889,08/03/2021
Southern Tier,Tompkins,69152,65889,08/03/2021
Mid-Hudson,Ulster,116691,107705,08/03/2021
Capital Region,Warren,42891,41021,08/03/2021
Capital Region,Washington,33906,32311,08/03/2021
Finger Lakes,Wayne,51101,48452,08/03/2021
Mid-Hudson,Westchester,649601,598067,08/03/2021
Finger Lakes,Wyoming,18414,17336,08/03/2021
Finger Lakes,Yates,11698,11030,08/03/2021
Capital Region,Albany,199406,185885,08/04/2021
Western New York,Allegany,17724,16695,08/04/2021
New York City,Bronx,735235,655478,08/04/2021
Southern Tier,Broome,108795,103069,08/04/2021
Western New York,Cattaraugus,34120,31633,08/04/2021
Central New York,Cayuga,40162,37639,08/04/2021
Western New York,Chautauqua,63324,58627,08/04/2021
Southern Tier,Chemung,38697,36589,08/04/2021
Southern Tier,Chenango,25338,23882,08/04/2021
North Country,Clinton,48793,46572,08/04/2021
Capital Region,Columbia,36852,34205,08/04/2021
Central New York,Cortland,24039,22771,08/04/2021
Southern Tier,Delaware,21532,20134,08/04/2021
Mid-Hudson,Dutchess,176972,160716,08/04/2021
Western New York,Erie,559783,524020,08/04/2021
North Country,Essex,22956,21850,08/04/2021
North Country,Franklin,25400,23912,08/04/2021
Mohawk Valley,Fulton,23972,22530,08/04/2021
Finger Lakes,Genesee,29689,27881,08/04/2021
Capital Region,Greene,25692,23360,08/04/2021
North Country,Hamilton,3110,2924,08/04/2021
Mohawk Valley,Herkimer,29758,27762,08/04/2021
North Country,Jefferson,58633,48498,08/04/2021
New York City,Kings,1372336,1248538,08/04/2021
North Country,Lewis,11528,10933,08/04/2021
Finger Lakes,Livingston,32822,31187,08/04/2021
Central New York,Madison,44513,41888,08/04/2021
Finger Lakes,Monroe,459840,436832,08/04/2021
Mohawk Valley,Montgomery,28058,26344,08/04/2021
Long Island,Nassau,940833,868014,08/04/2021
New York City,New York,1167243,1073064,08/04/2021
Western New York,Niagara,118834,111998,08/04/2021
Mohawk Valley,Oneida,122633,114366,08/04/2021
Central New York,Onondaga,293958,275596,08/04/2021
Finger Lakes,Ontario,68360,65161,08/04/2021
Mid-Hudson,Orange,194706,177348,08/04/2021
Finger Lakes,Orleans,18901,17778,08/04/2021
Central New York,Oswego,63216,59716,08/04/2021
Mohawk Valley,Otsego,32946,31129,08/04/2021
Mid-Hudson,Putnam,64362,58472,08/04/2021
New York City,Queens,1546351,1407646,08/04/2021
Capital Region,Rensselaer,95696,89801,08/04/2021
New York City,Richmond,266956,243537,08/04/2021
Mid-Hudson,Rockland,175478,159084,08/04/2021
Capital Region,Saratoga,152643,144470,08/04/2021
Capital Region,Schenectady,107892,100647,08/04/2021
Mohawk Valley,Schoharie,15749,14806,08/04/2021
Southern Tier,Schuyler,9125,8630,08/04/2021
Finger Lakes,Seneca,15902,14940,08/04/2021
North Country,St. Lawrence,56724,53279,08/04/2021
Southern Tier,Steuben,43161,40996,08/04/2021
Long Island,Suffolk,929906,849997,08/04/2021
Mid-Hudson,Sullivan,38297,35054,08/04/2021
Southern Tier,Tioga,21054,19916,08/04/2021
Southern Tier,Tompkins,69217,65939,08/04/2021
Mid-Hudson,Ulster,116878,107835,08/04/2021
Capital Region,Warren,42947,41054,08/04/2021
Capital Region,Washington,33952,32330,08/04/2021
Finger Lakes,Wayne,51205,48497,08/04/2021
Mid-Hudson,Westchester,651014,598895,08/04/2021
Finger Lakes,Wyoming,18441,17355,08/04/2021
Finger Lakes,Yates,11731,11047,08/04/2021
Capital Region,Albany,199777,186066,08/05/2021
Western New York,Allegany,17752,16719,08/05/2021
New York City,Bronx,739249,657549,08/05/2021
Southern Tier,Broome,108982,103179,08/05/2021
Western New York,Cattaraugus,34174,31669,08/05/2021
Central New York,Cayuga,40241,37700,08/05/2021
Western New York,Chautauqua,63440,58684,08/05/2021
Southern Tier,Chemung,38773,36645,08/05/2021
Southern Tier,Chenango,25370,23929,08/05/2021
North Country,Clinton,48873,46604,08/05/2021
Capital Region,Columbia,36916,34233,08/05/2021
Central New York,Cortland,24080,22793,08/05/2021
Southern Tier,Delaware,21573,20149,08/05/2021
Mid-Hudson,Dutchess,177404,160953,08/05/2021
Western New York,Erie,560586,524522,08/05/2021
North Country,Essex,22973,21857,08/05/2021
North Country,Franklin,25434,23925,08/05/2021
Mohawk Valley,Fulton,24018,22558,08/05/2021
Finger Lakes,Genesee,29737,27921,08/05/2021
Capital Region,Greene,25746,23390,08/05/2021
North Country,Hamilton,3111,2924,08/05/2021
Mohawk Valley,Herkimer,29812,27799,08/05/2021
North Country,Jefferson,58740,48554,08/05/2021
New York City,Kings,1378257,1251665,08/05/2021
North Country,Lewis,11540,10945,08/05/2021
Finger Lakes,Livingston,32872,31224,08/05/2021
Central New York,Madison,44563,41918,08/05/2021
Finger Lakes,Monroe,460715,437280,08/05/2021
Mohawk Valley,Montgomery,28111,26370,08/05/2021
Long Island,Nassau,943330,869400,08/05/2021
New York City,New York,1170277,1074693,08/05/2021
Western New York,Niagara,119021,112142,08/05/2021
Mohawk Valley,Oneida,122870,114502,08/05/2021
Central New York,Onondaga,294433,275870,08/05/2021
Finger Lakes,Ontario,68444,65201,08/05/2021
Mid-Hudson,Orange,195253,177668,08/05/2021
Finger Lakes,Orleans,18957,17809,08/05/2021
Central New York,Oswego,63350,59807,08/05/2021
Mohawk Valley,Otsego,32985,31166,08/05/2021
Mid-Hudson,Putnam,64509,58544,08/05/2021
New York City,Queens,1552134,1410664,08/05/2021
Capital Region,Rensselaer,95866,89913,08/05/2021
New York City,Richmond,268298,244193,08/05/2021
Mid-Hudson,Rockland,175919,159320,08/05/2021
Capital Region,Saratoga,152856,144603,08/05/2021
Capital Region,Schenectady,108101,100749,08/05/2021
Mohawk Valley,Schoharie,15777,14822,08/05/2021
Southern Tier,Schuyler,9139,8642,08/05/2021
Finger Lakes,Seneca,15938,14953,08/05/2021
North Country,St. Lawrence,56825,53360,08/05/2021
Southern Tier,Steuben,43239,41036,08/05/2021
Long Island,Suffolk,932359,851303,08/05/2021
Mid-Hudson,Sullivan,38383,35108,08/05/2021
Southern Tier,Tioga,21082,19931,08/05/2021
Southern Tier,Tompkins,69292,65979,08/05/2021
Mid-Hudson,Ulster,117144,107953,08/05/2021
Capital Region,Warren,42988,41081,08/05/2021
Capital Region,Washington,34004,32359,08/05/2021
Finger Lakes,Wayne,51369,48581,08/05/2021
Mid-Hudson,Westchester,652529,599787,08/05/2021
Finger Lakes,Wyoming,18463,17363,08/05/2021
Finger Lakes,Yates,11740,11054,08/05/2021
Capital Region,Albany,200077,186240,08/06/2021
Western New York,Allegany,17793,16747,08/06/2021
New York City,Bronx,743086,659429,08/06/2021
Southern Tier,Broome,109207,103300,08/06/2021
Western New York,Cattaraugus,34222,31719,08/06/2021
Central New York,Cayuga,40328,37749,08/06/2021
Western New York,Chautauqua,63526,58790,08/06/2021
Southern Tier,Chemung,38852,36708,08/06/2021
Southern Tier,Chenango,25458,23971,08/06/2021
North Country,Clinton,48925,46627,08/06/2021
Capital Region,Columbia,36974,34260,08/06/2021
Central New York,Cortland,24113,22811,08/06/2021
Southern Tier,Delaware,21612,20172,08/06/2021
Mid-Hudson,Dutchess,177800,161156,08/06/2021
Western New York,Erie,561427,525075,08/06/2021
North Country,Essex,23000,21869,08/06/2021
North Country,Franklin,25461,23951,08/06/2021
Mohawk Valley,Fulton,24048,22573,08/06/2021
Finger Lakes,Genesee,29825,27991,08/06/2021
Capital Region,Greene,25818,23436,08/06/2021
North Country,Hamilton,3113,2924,08/06/2021
Mohawk Valley,Herkimer,29874,27841,08/06/2021
North Country,Jefferson,58840,48617,08/06/2021
New York City,Kings,1383877,1254549,08/06/2021
North Country,Lewis,11581,10973,08/06/2021
Finger Lakes,Livingston,32929,31255,08/06/2021
Central New York,Madison,44675,41953,08/06/2021
Finger Lakes,Monroe,461426,437715,08/06/2021
Mohawk Valley,Montgomery,28161,26385,08/06/2021
Long Island,Nassau,945755,870656,08/06/2021
New York City,New York,1173223,1076252,08/06/2021
Western New York,Niagara,119186,112243,08/06/2021
Mohawk Valley,Oneida,123091,114604,08/06/2021
Central New York,Onondaga,294866,276142,08/06/2021
Finger Lakes,Ontario,68540,65269,08/06/2021
Mid-Hudson,Orange,195842,178011,08/06/2021
Finger Lakes,Orleans,18986,17816,08/06/2021
Central New York,Oswego,63470,59865,08/06/2021
Mohawk Valley,Otsego,33040,31199,08/06/2021
Mid-Hudson,Putnam,64637,58647,08/06/2021
New York City,Queens,1558008,1413675,08/06/2021
Capital Region,Rensselaer,96014,89998,08/06/2021
New York City,Richmond,269391,244691,08/06/2021
Mid-Hudson,Rockland,176344,159538,08/06/2021
Capital Region,Saratoga,153052,144714,08/06/2021
Capital Region,Schenectady,108276,100854,08/06/2021
Mohawk Valley,Schoharie,15807,14842,08/06/2021
Southern Tier,Schuyler,9155,8658,08/06/2021
Finger Lakes,Seneca,15956,14964,08/06/2021
North Country,St. Lawrence,56915,53430,08/06/2021
Southern Tier,Steuben,43351,41108,08/06/2021
Long Island,Suffolk,935008,852780,08/06/2021
Mid-Hudson,Sullivan,38506,35184,08/06/2021
Southern Tier,Tioga,21116,19953,08/06/2021
